,C_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0} * y{power: 1.0}_x,dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * d^2y/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,x{power: 1.0} * dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,C_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,"t{power: 2.0, dim: 0.0} * y{power: 1.0}_y",x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y"
0,1.2490625213746705e-07,-1.0,-0.25972916493034215,-0.0009059356719517694,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009398779523476506,0.14878907038427913,-6.398319087417811e-07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-8.457602900059295e-09,-1.0,0.0,-9.096997327128522e-05,-5.382717626070579e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.057761822185094e-07,0.0,0.0,0.0,0.0,0.0,2.7692118590098404e-06,-1.0,0.0,0.0,0.00024081063624252825,0.0,1.1742529117409068e-06,0.0,0.0,0.0,-1.0,-4.467787011381965e-12,0.0,0.0,0.0,0.0
3,8.22489177011445e-08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022218521553104994,0.0011489905633899765,-1.0,0.0,-0.017997084490551374,0.0,0.0,0.0,0.0,0.0,0.027510149542856233,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.010691221350857894,0.0,0.0,0.0,0.0,0.0,0.016346806513816113,-2.8336014001628747,0.0,0.0
5,0.0025782959943743155,-1.0,0.0,0.0,0.0,-0.003939630686376132,0.0,0.0,0.0,0.0,0.0,0.0,-2.0382997291041153e-08,1.8213269357259025e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6301480392703128e-05
