,dy/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,dx/dx0{power: 1.0}_x,x{power: 1.0} * y{power: 1.0}_x,"t{power: 2.0, dim: 0.0} * dx/dx0{power: 1.0}_x",x{power: 1.0}_y,dy/dx0{power: 1.0}_y,C_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0} * y{power: 1.0}_y",d^2y/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y
0,0.0,-3.4857378890596405e-06,-1.0,7.377144710664705e-06,0.0,0.0,0.0,0.0,0.0,-0.985706136435926,1270.3977617333744,0.16729539016433997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0011335764016008887,0.0,0.0,-1.0,-0.006524785548250303,0.0,0.0,0.0,0.0,0.0,-3.4857378890596405e-06,0.0,7.377144710664705e-06,-1.0,0.0,0.0,0.0,0.0
2,0.0,0.00134679778306488,0.0,0.0,-1.0,0.0,0.0,-0.018109733985385682,0.0,0.0,0.0,-2.4652763064298393e-07,0.0,5.694792893954784e-07,0.0,-1.0,0.0,0.0,0.0
3,0.0,0.0011335764016008887,0.0,0.0,-1.0,-0.006524785548250303,0.0,0.0,0.0,0.0,0.0,-3.4857378890596405e-06,0.0,7.377144710664705e-06,-1.0,0.0,0.0,0.0,0.0
4,140766.60851133856,25.92522162043714,0.0,0.0,0.0,0.0,2424675.670903114,0.0,-1.0,0.0,0.0,-2.784659794713884e-08,0.0,0.0,0.0,-1.0,4.520195485023485e-11,0.0,0.0
5,-0.08600399994102761,1.574541869809704e-05,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0011014680668396991,0.0,-0.002553964624843646,0.0,0.0,0.0,-1.0,0.0
